index	tokens	token	true_label	predicted_label
5069	['What', 'constitutional', 'change', 'was', 'considered', '?', 'A', 'constitutional', 'change', 'was', 'considered', 'that', 'would', 'eliminate', 'the', 'position', 'of', 'Prime', 'Minister', 'and', 'simultaneously', 'reduce', 'the', 'powers', 'of', 'the', 'President']	would	O	I-focus
5069	['What', 'constitutional', 'change', 'was', 'considered', '?', 'A', 'constitutional', 'change', 'was', 'considered', 'that', 'would', 'eliminate', 'the', 'position', 'of', 'Prime', 'Minister', 'and', 'simultaneously', 'reduce', 'the', 'powers', 'of', 'the', 'President']	eliminate	B-focus	I-focus
5072	['Why', 'is', 'giving', 'a', 'defiant', 'speech', 'sometimes', 'more', 'harmful', 'for', 'the', 'individual', '?', 'Court', 'of', 'Appeals', 'for', 'the', 'First', 'Circuit', ',', 'her', 'statement', 'suggested', 'a', 'lack', 'of', 'remorse', ',', 'an', 'attempt', 'to', 'avoid', 'responsibility', 'for', 'her', 'actions', ',', 'and', 'even', 'a', 'likelihood', 'of', 'repeating', 'her', 'illegal', 'actions']	lack	B-focus	O
5072	['Why', 'is', 'giving', 'a', 'defiant', 'speech', 'sometimes', 'more', 'harmful', 'for', 'the', 'individual', '?', 'Court', 'of', 'Appeals', 'for', 'the', 'First', 'Circuit', ',', 'her', 'statement', 'suggested', 'a', 'lack', 'of', 'remorse', ',', 'an', 'attempt', 'to', 'avoid', 'responsibility', 'for', 'her', 'actions', ',', 'and', 'even', 'a', 'likelihood', 'of', 'repeating', 'her', 'illegal', 'actions']	of	I-focus	O
5075	['What', 'is', 'the', 'exam', 'at', 'the', 'end', 'of', 'Form', 'Four', '?', 'For', 'those', 'who', 'proceed', 'to', 'secondary', 'level', ',', 'there', 'is', 'a', 'national', 'examination', 'at', 'the', 'end', 'of', 'Form', 'Four', '–', 'the', 'Kenya', 'Certificate', 'of', 'Secondary', 'Education', '(', 'KCSE', ')', ',', 'which', 'determines', 'those', 'proceeding', 'to', 'the', 'universities', ',', 'other', 'professional', 'training', 'or', 'employment']	the	B-focus	O
5075	['What', 'is', 'the', 'exam', 'at', 'the', 'end', 'of', 'Form', 'Four', '?', 'For', 'those', 'who', 'proceed', 'to', 'secondary', 'level', ',', 'there', 'is', 'a', 'national', 'examination', 'at', 'the', 'end', 'of', 'Form', 'Four', '–', 'the', 'Kenya', 'Certificate', 'of', 'Secondary', 'Education', '(', 'KCSE', ')', ',', 'which', 'determines', 'those', 'proceeding', 'to', 'the', 'universities', ',', 'other', 'professional', 'training', 'or', 'employment']	Kenya	I-focus	B-focus
5075	['What', 'is', 'the', 'exam', 'at', 'the', 'end', 'of', 'Form', 'Four', '?', 'For', 'those', 'who', 'proceed', 'to', 'secondary', 'level', ',', 'there', 'is', 'a', 'national', 'examination', 'at', 'the', 'end', 'of', 'Form', 'Four', '–', 'the', 'Kenya', 'Certificate', 'of', 'Secondary', 'Education', '(', 'KCSE', ')', ',', 'which', 'determines', 'those', 'proceeding', 'to', 'the', 'universities', ',', 'other', 'professional', 'training', 'or', 'employment']	(	O	I-focus
5075	['What', 'is', 'the', 'exam', 'at', 'the', 'end', 'of', 'Form', 'Four', '?', 'For', 'those', 'who', 'proceed', 'to', 'secondary', 'level', ',', 'there', 'is', 'a', 'national', 'examination', 'at', 'the', 'end', 'of', 'Form', 'Four', '–', 'the', 'Kenya', 'Certificate', 'of', 'Secondary', 'Education', '(', 'KCSE', ')', ',', 'which', 'determines', 'those', 'proceeding', 'to', 'the', 'universities', ',', 'other', 'professional', 'training', 'or', 'employment']	KCSE	O	I-focus
5075	['What', 'is', 'the', 'exam', 'at', 'the', 'end', 'of', 'Form', 'Four', '?', 'For', 'those', 'who', 'proceed', 'to', 'secondary', 'level', ',', 'there', 'is', 'a', 'national', 'examination', 'at', 'the', 'end', 'of', 'Form', 'Four', '–', 'the', 'Kenya', 'Certificate', 'of', 'Secondary', 'Education', '(', 'KCSE', ')', ',', 'which', 'determines', 'those', 'proceeding', 'to', 'the', 'universities', ',', 'other', 'professional', 'training', 'or', 'employment']	)	O	I-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	the	O	B-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	jailer	B-focus	I-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	of	O	I-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	my	O	I-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	poor	O	I-focus
5076	['What', 'did', 'Luther', 'feel', 'he', 'made', 'of', 'Christ', '?', 'He', 'said', ',', '``', 'I', 'lost', 'touch', 'with', 'Christ', 'the', 'Savior', 'and', 'Comforter', ',', 'and', 'made', 'of', 'him', 'the', 'jailer', 'and', 'hangman', 'of', 'my', 'poor', 'soul']	soul	O	I-focus
5077	"['Where', 'did', 'the', 'pharmacist', 'stand', 'in', 'relation', 'to', 'the', 'Emperor', ""'s"", 'personal', 'physicians', '?', 'In', 'the', 'Imperial', 'household', ',', 'the', 'pharmacist', 'was', 'even', 'ranked', 'above', 'the', 'two', 'personal', 'physicians', 'of', 'the', 'Emperor']"	Imperial	O	B-focus
5077	"['Where', 'did', 'the', 'pharmacist', 'stand', 'in', 'relation', 'to', 'the', 'Emperor', ""'s"", 'personal', 'physicians', '?', 'In', 'the', 'Imperial', 'household', ',', 'the', 'pharmacist', 'was', 'even', 'ranked', 'above', 'the', 'two', 'personal', 'physicians', 'of', 'the', 'Emperor']"	household	O	I-focus
5077	"['Where', 'did', 'the', 'pharmacist', 'stand', 'in', 'relation', 'to', 'the', 'Emperor', ""'s"", 'personal', 'physicians', '?', 'In', 'the', 'Imperial', 'household', ',', 'the', 'pharmacist', 'was', 'even', 'ranked', 'above', 'the', 'two', 'personal', 'physicians', 'of', 'the', 'Emperor']"	ranked	B-focus	O
5077	"['Where', 'did', 'the', 'pharmacist', 'stand', 'in', 'relation', 'to', 'the', 'Emperor', ""'s"", 'personal', 'physicians', '?', 'In', 'the', 'Imperial', 'household', ',', 'the', 'pharmacist', 'was', 'even', 'ranked', 'above', 'the', 'two', 'personal', 'physicians', 'of', 'the', 'Emperor']"	above	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	tea	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	(	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	chai	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	ya	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	saa	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	nne	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	)	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	and	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	4	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	pm	I-focus	O
5079	"['What', 'time', 'do', 'they', 'normally', 'have', 'tea', '?', 'In', 'between', ',', 'they', 'have', 'the', '10', ""o'clock"", 'tea', '(', 'chai', 'ya', 'saa', 'nne', ')', 'and', '4', 'pm', 'tea', '(', 'chai', 'ya', 'saa', 'kumi', ')']"	tea	I-focus	O
5081	['How', 'can', 'you', 'protest', 'against', 'big', 'companies', 'in', 'a', 'non', 'violent', 'way', '?', '``', 'The', 'Plowshares', 'organization', 'temporarily', 'closed', 'GCSB', 'Waihopai', 'by', 'padlocking', 'the', 'gates', 'and', 'using', 'sickles', 'to', 'deflate', 'one', 'of', 'the', 'large', 'domes', 'covering', 'two', 'satellite', 'dishes']	padlocking	B-focus	I-focus
5081	['How', 'can', 'you', 'protest', 'against', 'big', 'companies', 'in', 'a', 'non', 'violent', 'way', '?', '``', 'The', 'Plowshares', 'organization', 'temporarily', 'closed', 'GCSB', 'Waihopai', 'by', 'padlocking', 'the', 'gates', 'and', 'using', 'sickles', 'to', 'deflate', 'one', 'of', 'the', 'large', 'domes', 'covering', 'two', 'satellite', 'dishes']	and	O	I-focus
5081	['How', 'can', 'you', 'protest', 'against', 'big', 'companies', 'in', 'a', 'non', 'violent', 'way', '?', '``', 'The', 'Plowshares', 'organization', 'temporarily', 'closed', 'GCSB', 'Waihopai', 'by', 'padlocking', 'the', 'gates', 'and', 'using', 'sickles', 'to', 'deflate', 'one', 'of', 'the', 'large', 'domes', 'covering', 'two', 'satellite', 'dishes']	using	O	I-focus
5081	['How', 'can', 'you', 'protest', 'against', 'big', 'companies', 'in', 'a', 'non', 'violent', 'way', '?', '``', 'The', 'Plowshares', 'organization', 'temporarily', 'closed', 'GCSB', 'Waihopai', 'by', 'padlocking', 'the', 'gates', 'and', 'using', 'sickles', 'to', 'deflate', 'one', 'of', 'the', 'large', 'domes', 'covering', 'two', 'satellite', 'dishes']	sickles	O	I-focus
5083	['What', 'Comic', 'Book', 'series', 'did', 'ABC', 'debut', 'in', '2013-14', '?', 'NBC', ',', 'which', 'had', 'lagged', 'behind', 'ABC', 'for', 'eight', 'years', ',', 'finished', 'the', 'season', 'in', 'first', 'place', 'in', 'the', '18–49', 'demographic', 'for', 'the', 'first', 'time', 'since', '2004', ',', 'and', 'in', 'second', 'place', 'in', 'total', 'viewership', 'behind', 'long-dominant', 'CBS']	which	I-focus	O
5083	['What', 'Comic', 'Book', 'series', 'did', 'ABC', 'debut', 'in', '2013-14', '?', 'NBC', ',', 'which', 'had', 'lagged', 'behind', 'ABC', 'for', 'eight', 'years', ',', 'finished', 'the', 'season', 'in', 'first', 'place', 'in', 'the', '18–49', 'demographic', 'for', 'the', 'first', 'time', 'since', '2004', ',', 'and', 'in', 'second', 'place', 'in', 'total', 'viewership', 'behind', 'long-dominant', 'CBS']	had	I-focus	O
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	Officers	O	I-focus
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	Scottish	O	I-focus
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	Government	O	I-focus
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	or	O	I-focus
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	UK	O	I-focus
5084	"['Who', 'is', 'a', 'bill', 'referred', 'to', 'for', 'a', 'ruling', 'on', 'whether', 'it', ""'s"", 'within', 'the', 'powers', 'of', 'the', 'Parliament', '?', 'However', 'he', 'can', 'not', 'do', 'so', 'until', 'a', '4-week', 'period', 'has', 'elapsed', ',', 'during', 'which', 'the', 'Law', 'Officers', 'of', 'the', 'Scottish', 'Government', 'or', 'UK', 'Government', 'can', 'refer', 'the', 'bill', 'to', 'the', 'Supreme', 'Court', 'of', 'the', 'United', 'Kingdom', 'for', 'a', 'ruling', 'on', 'whether', 'it', 'is', 'within', 'the', 'powers', 'of', 'the', 'Parliament']"	Government	O	I-focus
5085	['What', 'late', 'Gothic', 'architectural', 'sculptural', 'feature', 'is', 'found', 'on', 'the', 'tower', 'above', 'the', 'main', 'entrance', '?', 'Likewise', 'the', 'tower', 'above', 'the', 'main', 'entrance', 'has', 'an', 'open', 'work', 'crown', 'surmounted', 'by', 'a', 'statue', 'of', 'fame', ',', 'a', 'feature', 'of', 'late', 'Gothic', 'architecture', 'and', 'a', 'feature', 'common', 'in', 'Scotland', ',', 'but', 'the', 'detail', 'is', 'Classical']	a	B-focus	O
5085	['What', 'late', 'Gothic', 'architectural', 'sculptural', 'feature', 'is', 'found', 'on', 'the', 'tower', 'above', 'the', 'main', 'entrance', '?', 'Likewise', 'the', 'tower', 'above', 'the', 'main', 'entrance', 'has', 'an', 'open', 'work', 'crown', 'surmounted', 'by', 'a', 'statue', 'of', 'fame', ',', 'a', 'feature', 'of', 'late', 'Gothic', 'architecture', 'and', 'a', 'feature', 'common', 'in', 'Scotland', ',', 'but', 'the', 'detail', 'is', 'Classical']	statue	I-focus	B-focus
5086	"['Upon', 'what', 'chemical', 'characteristic', 'is', 'oxygen', ""'s"", 'solubility', 'dependent', '?', 'The', 'solubility', 'of', 'oxygen', 'in', 'water', 'is', 'temperature-dependent', ',', 'and', 'about', 'twice', 'as', 'much', '(', '14']"	temperature-dependent	O	B-focus
5087	['What', 'innovation', 'in', 'Mongolian', 'language', 'is', 'credited', 'to', 'Genghis', 'Khan', '?', 'He', 'is', 'also', 'given', 'credit', 'for', 'the', 'introduction', 'of', 'the', 'traditional', 'Mongolian', 'script', 'and', 'the', 'creation', 'of', 'the', 'Ikh', 'Zasag', '(', 'Great', 'Administration', ')', ',', 'the', 'first', 'written', 'Mongolian', 'law']	traditional	B-focus	I-focus
5088	"['What', 'was', 'the', 'name', 'of', 'France', ""'s"", 'primary', 'colony', 'in', 'the', 'New', 'World', '?', 'The', 'French', 'crown', ""'s"", 'refusal', 'to', 'allow', 'non-Catholics', 'to', 'settle', 'in', 'New', 'France', 'may', 'help', 'to', 'explain', 'that', 'colony', ""'s"", 'slow', 'rate', 'of', 'population', 'growth', 'compared', 'to', 'that', 'of', 'the', 'neighbouring', 'British', 'colonies', ',', 'which', 'opened', 'settlement', 'to', 'religious', 'dissenters']"	The	O	B-focus
5088	"['What', 'was', 'the', 'name', 'of', 'France', ""'s"", 'primary', 'colony', 'in', 'the', 'New', 'World', '?', 'The', 'French', 'crown', ""'s"", 'refusal', 'to', 'allow', 'non-Catholics', 'to', 'settle', 'in', 'New', 'France', 'may', 'help', 'to', 'explain', 'that', 'colony', ""'s"", 'slow', 'rate', 'of', 'population', 'growth', 'compared', 'to', 'that', 'of', 'the', 'neighbouring', 'British', 'colonies', ',', 'which', 'opened', 'settlement', 'to', 'religious', 'dissenters']"	New	B-focus	O
5088	"['What', 'was', 'the', 'name', 'of', 'France', ""'s"", 'primary', 'colony', 'in', 'the', 'New', 'World', '?', 'The', 'French', 'crown', ""'s"", 'refusal', 'to', 'allow', 'non-Catholics', 'to', 'settle', 'in', 'New', 'France', 'may', 'help', 'to', 'explain', 'that', 'colony', ""'s"", 'slow', 'rate', 'of', 'population', 'growth', 'compared', 'to', 'that', 'of', 'the', 'neighbouring', 'British', 'colonies', ',', 'which', 'opened', 'settlement', 'to', 'religious', 'dissenters']"	France	I-focus	O
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	electric	O	I-focus
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	lighting	O	I-focus
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	company	O	I-focus
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	Tesla	B-focus	O
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	Electric	I-focus	O
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	Light	I-focus	O
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	&	I-focus	O
5090	"['What', 'did', 'lane', 'and', 'vail', 'finance', '?', 'After', 'leaving', 'Edison', ""'s"", 'company', 'Tesla', 'partnered', 'with', 'two', 'businessmen', 'in', '1886', ',', 'Robert', 'Lane', 'and', 'Benjamin', 'Vail', ',', 'who', 'agreed', 'to', 'finance', 'an', 'electric', 'lighting', 'company', 'in', 'Tesla', ""'s"", 'name', ',', 'Tesla', 'Electric', 'Light', '&', 'Manufacturing']"	Manufacturing	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	The	B-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	city	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	's	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	residents	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	fled	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	to	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	the	I-focus	O
5094	"['Where', 'did', 'the', 'residents', 'of', 'Antioch', 'flee', 'to', '?', 'The', 'city', ""'s"", 'residents', 'fled', 'to', 'the', 'north', ',', 'most', 'of', 'them', 'dying', 'during', 'the', 'journey', ',', 'but', 'the', 'infection', 'had', 'been', 'spread', 'to', 'the', 'people', 'of', 'Asia', 'Minor']"	north	I-focus	B-focus
5095	"['Whose', 'army', 'liberated', 'Warsaw', 'in', '1806', '?', 'Liberated', 'by', 'Napoleon', ""'s"", 'army', 'in', '1806', ',', 'Warsaw', 'was', 'made', 'the', 'capital', 'of', 'the', 'newly', 'created', 'Duchy', 'of', 'Warsaw']"	's	I-focus	O
